"id","content","source","image","video","publishedAt","createdAt","updatedAt","license","fromURL","summary","lifespan","totalAffectedPersons","adminArea1","adminArea2","adminArea3","adminArea4","adminArea5","tags","longitude","latitude"
"jqWW_4uxQ7az38SdcvGFGA","More infos here\n\nhttp://www.i-resilience.fr/dossiers/ebola-guinea/probable-ebola-cases-in-sierra-leone.pdf \n\nSources :\n\nhttp://www.salonepost.com/sp/news/articles/article191.asp \n\nhttp://www.afro.who.int/en/clusters-a-programmes/dpc/epidemic-a-pandemic-alert-and-response/outbreak-news.html \n\nhttp://www.sierraexpressmedia.com/archives/66315 \n\nhttp://news.sl/drwebsite/publish/article_200525069.shtml \n\n15 suspected contacts with these probable cases have been tested negative :\n\nhttp://politicosl.com/2014/04/sample-tests-show-no-ebola-in-sierra-leone/ ","osm",,,"2014-08-22T19:27:14.329413","2014-08-22T19:27:14.331674","2014-08-22T19:27:14.331684","odbl","http://www.i-resilience.fr/dossiers/ebola-guinea/probable-ebola-cases-in-sierra-leone.pdf","More infos here\n\nhttp://www.i-resilience.fr/dossiers/ebola-guinea/probable-ebola-cases-in-sierra-leone.pdf \n\nSources :\n\nhttp://www.salonepost.com/sp/news/articles/article191.asp \n\nhttp://www.afro.who.int/en/clusters-a-programmes/dpc/epidemic-a-pandemic-alert-and-response/outbreak-news.html \n\nhttp://www.sierraexpressmedia.com/archives/66315 \n\nhttp://news.sl/drwebsite/publish/article_200525069.shtml \n\n15 suspected contacts with these probable cases have been tested negative :\n\nhttp://politicosl.com/2014/04/sample-tests-show-no-ebola-in-sierra-leone/ ","temporary",1,,,,,,"ebola|death|disease|disaster",-10.644378662109373,8.466599446239183
"caqCudHpRLyEX__J8tnL_g","Senegal blocks Liberia aid flight, imposes Ebola travel curbs http://t.co/wnS7jtiooO #Ebola #Senegal #Liberia","twitter",,,"2014-08-22T18:41:33+00:00","2014-08-22T19:12:49.345252","2014-08-22T19:14:52.200716","twitter",,"Senegal blocks Liberia aid flight, imposes Ebola travel curbs http://t.co/wnS7jtiooO #Ebola #Sene...","temporary",,"General-conflict",,,,,"",,
"4zQd1aHqQj-bhGz4Sj_Iew","Death toll in West Africa #Ebola epidemic rises to 1,427 - WHO http://t.co/dSK0YUwwke","twitter",,,"2014-08-22T17:52:21+00:00","2014-08-22T18:12:45.035625","2014-08-22T18:15:02.908997","twitter",,"Death toll in West Africa #Ebola epidemic rises to 1,427 - WHO http://t.co/dSK0YUwwke","temporary",,"General-conflict",,,,,"epidemic|disaster|donation",,
"aBXwcU1gR5Ca5bUr67ZQ2w","YAY for generosity and innovation.  Grateful to Chuck Dunn & Tru-D SmartUVC.\n\n""Tru-D SmartUVC, of Memphis, Tenn. donated two of the $100,000-plus machines (Ebola-fighting robots for use in Libera) .\n\n""We felt we could help,"" said Chuck Dunn, Tru-D SmartUVC president. ""","ushahidi_v2",,,"2014-08-22T13:30:00","2014-08-23T04:12:19.892527","2014-08-23T04:11:21.848593","unknown",,"Chuck Dunn & Tru-D SmartUVC","temporary",,"United States",,"TN","Shelby Co.","Memphis","Grateful!|Thank You!",-90.04924774169922,35.14976119995117
"YXMqs4iHT7WTgi13YZ3lLQ","Dr. Jeff Deal takes his Ebola-fighting robot to Liberia.  Grateful for innovation, hope, and bravery.\n\n""Deal a former surgeon, he turned to studying tropical diseases after retinal disease blinded him in one eye. He now works for Water Missions International in North Charleston, which builds water purifications devices for communities without sanitation.""\n\n""The five-foot-tall device kills virus cells by irradiating them, destroying the DNA. When recent U.S. Army tests showed the device easily could kill the Ebola virus, Deal, 60, didn't hesitate - despite the danger of the virus and the violence it has stirred.""\n\nGratful to Bo Peterson, Charleston, South Carolina Post & Courier for reporting,and to Tru-D SmartUVC, Memphis, Tenn.who donated two of the $100,000-plus machines.","ushahidi_v2",,,"2014-08-22T12:39:00","2014-08-23T04:12:19.997332","2014-08-23T04:11:21.809106","unknown",,"Dr Jeff Deal's Ebola Fighting Robots","temporary",,"Liberia",,,,,"Grateful!|Thank You!|armed-conflict|conflict|death",-9.323492050170898,6.411512851715088
"y1mKg7UETS2pJo3p4EzYIw","Gaps remain in India's #Ebola preparedness, says WHO http://t.co/PwbdTHkn0m #India","twitter",,,"2014-08-22T12:34:21+00:00","2014-08-22T13:12:28.859000","2014-08-22T13:14:01.979923","twitter",,"Gaps remain in India's #Ebola preparedness, says WHO http://t.co/PwbdTHkn0m #India","temporary",,"General-conflict",,,,,"",,
"aBvmbniBSO2X3OfgXjMusQ","Nigeria confirms two new cases of Ebola, 14 in total http://t.co/whqz14Y752 #Nigeria #Ebola","twitter",,,"2014-08-22T12:15:50+00:00","2014-08-22T13:12:29.198727","2014-08-22T13:14:14.331057","twitter",,"Nigeria confirms two new cases of Ebola, 14 in total http://t.co/whqz14Y752 #Nigeria #Ebola","temporary",,"General-conflict",,,,,"",,
"VOTfE-82TIuxbc0j93qGoQ","WHO says drawing up 6-9 month strategy to combat Ebola http://t.co/TGIM2QPlUh #Ebola","twitter",,,"2014-08-22T10:27:03+00:00","2014-08-22T11:12:23.095833","2014-08-22T11:15:53.945499","twitter",,"WHO says drawing up 6-9 month strategy to combat Ebola http://t.co/TGIM2QPlUh #Ebola","temporary",,"General-conflict",,,,,"",,
"Oi3TzHwrTamGPGJz_gfdOA","Nigerian who died in UAE tests negative for Ebola http://t.co/C7egSI6yC3 #Ebola","twitter",,,"2014-08-22T08:38:48+00:00","2014-08-22T09:12:16.913503","2014-08-22T09:12:00.401966","twitter",,"Nigerian who died in UAE tests negative for Ebola http://t.co/C7egSI6yC3 #Ebola","temporary",,"General-conflict",,,,,"",,
"5JQDsftGSDqpAqItJnQ-GA","Did you miss our online debate with experts on the #EbolaOutbreak? Read the discussion here. http://t.co/SgFBXpfNZa #Ebola","twitter",,,"2014-08-22T05:12:00+00:00","2014-08-22T05:31:16.586630","2014-08-22T05:32:31.939712","twitter",,"Did you miss our online debate with experts on the #EbolaOutbreak? Read the discussion here. http...","temporary",,"General-conflict",,,,,"",,
"qwhVZ2NgTOCkKYOaytbqow","More medics needed to fight #Ebola but are reluctant to come forward, @Alexwhi reports from online debate w/experts http://t.co/npD70E6I6A","twitter",,,"2014-08-22T04:36:43+00:00","2014-08-22T05:31:16.776248","2014-08-22T05:32:36.791188","twitter",,"More medics needed to fight #Ebola but are reluctant to come forward, @Alexwhi reports from onlin...","temporary",,"General-conflict",,,,,"",,
"bF1wXSrQRd-5NoZy8Yyk_w","Africa tightens #Ebola travel curbs as affected countries face food shortages http://t.co/12JTgOJvX3","twitter",,,"2014-08-21T21:33:05+00:00","2014-08-21T22:11:43.651105","2014-08-21T22:11:17.339728","twitter",,"Africa tightens #Ebola travel curbs as affected countries face food shortages http://t.co/12JTgOJvX3","temporary",,"General-conflict",,,,,"",,
"5tMsoyfVRLytmKT_Uljgtg","WHO says 70 die from illness in Congo, denies Ebola link http://t.co/V1LFDPjZQn","twitter",,,"2014-08-21T21:22:56+00:00","2014-08-21T22:11:43.688300","2014-08-21T22:11:40.221102","twitter",,"WHO says 70 die from illness in Congo, denies Ebola link http://t.co/V1LFDPjZQn","temporary",,"General-conflict",,,,,"",,
"ZMroHfgRQsCl5GW51NKymw","INTERVIEW-Lack of leadership hurts Ebola fight in West Africa -MSF http://t.co/lWXSSABylO #Ebola @MSF","twitter",,,"2014-08-21T21:22:24+00:00","2014-08-21T22:11:43.723802","2014-08-21T22:11:41.527974","twitter",,"INTERVIEW-Lack of leadership hurts Ebola fight in West Africa -MSF http://t.co/lWXSSABylO #Ebola ...","temporary",,"General-conflict",,,,,"",,
"wvBPQVFQSPOfpss57VZhVQ","RT @mishahussain: MSF likens #WHO to ""boiling frog"" in slow #Ebola response, but medical charity under fire too http://t.co/i3EfN4aJra #Ebo…","twitter",,,"2014-08-21T21:14:31+00:00","2014-08-21T22:11:43.876273","2014-08-21T22:12:10.303520","twitter",,"RT @mishahussain: MSF likens #WHO to ""boiling frog"" in slow #Ebola response, but medical charity ...","temporary",,"General-conflict",,,,,"fire|disaster",,
"jz8L-o_sSR6VFYSOvRTuvg","The WHO says it will hold talks early September on potential #Ebola treatments and vaccines http://t.co/M1g9hxtUZn","twitter",,,"2014-08-21T18:20:44+00:00","2014-08-21T19:11:29.465420","2014-08-21T19:12:57.640397","twitter",,"The WHO says it will hold talks early September on potential #Ebola treatments and vaccines http:...","temporary",,"General-conflict",,,,,"",,
"ue2wiTCWReC92MMSPM6s5w","At least 70 people have died in Congo from hemorrhagic gastroenteritis, WHO said, denying that the illness was #Ebola http://t.co/EfguOEAgWy","twitter",,,"2014-08-21T18:05:47+00:00","2014-08-21T18:11:25.344344","2014-08-21T18:10:47.245365","twitter",,"At least 70 people have died in Congo from hemorrhagic gastroenteritis, WHO said, denying that th...","temporary",,"General-conflict",,,,,"",,
"rj6mwZTYTFijhnKM_TSI5w","#Ebola #IDF #isis #Palestinian #BREAKING #vocano #britjihad #Erbil  #GazaUnderAttack #bollocks Just another #tag we could do without thanks!","twitter",,,"2014-08-21T18:02:03+00:00","2014-08-21T18:11:29.354782","2014-08-21T18:14:21.754536","twitter",,"#Ebola #IDF #isis #Palestinian #BREAKING #vocano #britjihad #Erbil  #GazaUnderAttack #bollocks Ju...","temporary",,"Israel",,,,"Ofra","",35.259735107421875,31.946392059326172
"Pk_gAw2PSxKStK4dOBPXAg","Scientists are shocked at gaps in the global response to the #Ebola outbreak, reports @mishahussain http://t.co/rSgaZmPYzX","twitter",,,"2014-08-21T17:53:26+00:00","2014-08-21T18:11:25.465576","2014-08-21T18:11:21.407371","twitter",,"Scientists are shocked at gaps in the global response to the #Ebola outbreak, reports @mishahussa...","temporary",,"General-conflict",,,,,"",,
"70tachD5Rxe-MNY3Sf605g","Two U.S. aid workers who contracted #Ebola in Liberia have been released from Atlanta hospital  http://t.co/cazB07MVTe","twitter",,,"2014-08-21T16:57:41+00:00","2014-08-21T17:11:21.952239","2014-08-21T17:11:00.272126","twitter",,"Two U.S. aid workers who contracted #Ebola in Liberia have been released from Atlanta hospital  h...","temporary",,"General-conflict",,,,,"",,
"Ov0bDgw3RkGH6EG9wqzl-A","Many heroic W. African medics battling #Ebola stay at work despite lack of gloves, equipment, experience  http://t.co/xvfIAXF68B @Alexwhi","twitter",,,"2014-08-21T16:24:18+00:00","2014-08-21T17:11:22.095206","2014-08-21T17:11:25.393539","twitter",,"Many heroic W. African medics battling #Ebola stay at work despite lack of gloves, equipment, exp...","temporary",,"General-conflict",,,,,"",,
